,SID,location,timestamp,point_error,anomaly
9171,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-05 07:00:00,0.09570287152190837,No
9172,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-05 08:00:00,0.1411768598077885,No
9173,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-05 09:00:00,0.0407564078812511,No
9174,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-05 10:00:00,0.8960932762616792,Yes
9175,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-05 11:00:00,0.14110840787350235,No
9176,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-05 12:00:00,0.1610425999026023,No
9177,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-05 13:00:00,0.5919860274841174,No
9178,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-05 14:00:00,0.5032655373738806,No
9179,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-05 15:00:00,0.2569563345218653,No
9180,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-05 16:00:00,0.26994747787476475,No
9181,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-05 17:00:00,0.07379164660261837,No
9182,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-05 18:00:00,0.026633310881968828,No
9183,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-05 19:00:00,0.0014790365695164464,No
9184,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-05 20:00:00,0.01570806145224053,No
9185,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-05 21:00:00,0.0009296929496363884,No
9186,fdf97c35-96ee-44ef-8d7f-f8c48f9b4eb8,Parkstraße 24,2025-07-05 22:00:00,0.08453746933916521,No
